0.0314159 5.47394e-05 -0.0139565  
0.0942478 5.45481e-05 -0.0417232  
0.15708 5.41694e-05 -0.0690559  
0.219911 5.36111e-05 -0.0956819  
0.282743 5.28844e-05 -0.121352  
0.345575 5.20033e-05 -0.145848  
0.408407 5.09839e-05 -0.168987  
0.471239 4.9844e-05 -0.190626  
0.534071 4.86021e-05 -0.21066  
0.596903 4.7277e-05 -0.229024  
0.659734 4.58869e-05 -0.245688  
0.722566 4.44492e-05 -0.260656  
0.785398 4.29802e-05 -0.273959  
0.84823 4.14945e-05 -0.285648  
0.911062 4.00053e-05 -0.295796  
0.973894 3.8524e-05 -0.304487  
1.03673 3.70602e-05 -0.311816  
1.09956 3.56221e-05 -0.317881  
1.16239 3.42162e-05 -0.322783  
1.22522 3.28478e-05 -0.326624  
1.28805 3.15209e-05 -0.329503  
1.35088 3.02383e-05 -0.331514  
1.41372 2.9002e-05 -0.332749  
1.47655 2.78131e-05 -0.333292  
1.53938 2.66723e-05 -0.333221  
1.60221 2.55793e-05 -0.33261  
1.66504 2.45338e-05 -0.331525  
1.72788 2.35348e-05 -0.330027  
1.79071 2.25813e-05 -0.328171  
1.85354 2.16719e-05 -0.326005  
1.91637 2.08051e-05 -0.323576  
1.9792 1.99794e-05 -0.320922  
2.04204 1.91931e-05 -0.318079  
2.10487 1.84445e-05 -0.315078  
2.1677 1.77319e-05 -0.311948  
2.23053 1.70537e-05 -0.308713  
2.29336 1.64082e-05 -0.305394  
2.35619 1.57938e-05 -0.302012  
2.41903 1.52089e-05 -0.298583  
2.48186 1.4652e-05 -0.295121  
2.54469 1.41216e-05 -0.29164  
2.60752 1.36165e-05 -0.28815  
2.73319 1.26763e-05 -0.281183  
2.79602 1.22389e-05 -0.277721  
2.85885 1.18217e-05 -0.274282  
2.98451 1.10437e-05 -0.267494  
3.04734 1.06809e-05 -0.264152  
3.11018 1.03343e-05 -0.260851  
3.23584 9.68642e-06 -0.254377  
3.29867 9.38355e-06 -0.251208  
3.42434 8.81633e-06 -0.245014  
3.48717 8.55064e-06 -0.241991  
3.61283 8.0521e-06 -0.236093  
3.7385 7.59368e-06 -0.230397  
3.80133 7.37827e-06 -0.227623  
3.92699 6.97277e-06 -0.222225  
4.05265 6.59835e-06 -0.217021  
4.17832 6.25206e-06 -0.212008  
4.30398 5.93127e-06 -0.207179  
4.42965 5.63364e-06 -0.202528  
4.55531 5.35709e-06 -0.19805  
4.68097 5.09975e-06 -0.193737  
4.80664 4.85994e-06 -0.189583  
4.99513 4.52984e-06 -0.183635  
5.1208 4.3276e-06 -0.17985  
5.24646 4.13825e-06 -0.176202  
5.43496 3.87614e-06 -0.170971  
5.56062 3.71468e-06 -0.167638  
5.74911 3.49036e-06 -0.162854  
5.93761 3.28535e-06 -0.158314  
6.06327 3.15835e-06 -0.155416  
6.25177 2.98098e-06 -0.151248  
6.44026 2.81788e-06 -0.147283  
6.62876 2.6676e-06 -0.143509  
6.81726 2.52884e-06 -0.139913  
7.00575 2.40047e-06 -0.136483  
7.25708 2.24378e-06 -0.132151  
7.44557 2.13599e-06 -0.129069  
7.6969 2.00379e-06 -0.125169  
7.8854 1.91244e-06 -0.122388  
8.13672 1.79995e-06 -0.11886  
8.38805 1.69699e-06 -0.115523  
8.63938 1.60254e-06 -0.112362  
8.89071 1.51569e-06 -0.109364  
9.14203 1.43566e-06 -0.106517  
9.39336 1.36174e-06 -0.103811  
9.64469 1.29335e-06 -0.101235  
9.95885 1.21482e-06 -0.0981857  
10.273 1.14318e-06 -0.0953105  
10.5243 1.09031e-06 -0.0931261  
10.8385 1.02919e-06 -0.0905298  
11.1527 9.7304e-07 -0.0880716  
11.5296 9.1149e-07 -0.0852893  
11.8438 8.6453e-07 -0.0830994  
12.2208 8.12793e-07 -0.0806133  
12.535 7.7313e-07 -0.0786507  
12.9119 7.29235e-07 -0.0764164  
13.2889 6.8896e-07 -0.0743039  
13.7288 6.46036e-07 -0.0719805  
14.1058 6.12346e-07 -0.0701004  
14.5456 5.76258e-07 -0.068026  
14.9226 5.47797e-07 -0.0663423  
15.3624 5.17172e-07 -0.0644793  
15.865 4.85205e-07 -0.0624732  
16.3049 4.59598e-07 -0.0608167  
16.8075 4.32733e-07 -0.059027  
17.3102 4.08151e-07 -0.0573389  
17.8128 3.85601e-07 -0.055744  
18.3155 3.64866e-07 -0.0542348  
18.881 3.43472e-07 -0.0526312  
19.3836 3.25994e-07 -0.0512828  
20.0119 3.05958e-07 -0.049691  
20.5774 2.8946e-07 -0.0483401  
21.2058 2.72645e-07 -0.0469222  
21.8341 2.57252e-07 -0.0455848  
22.4624 2.43125e-07 -0.0443212  
23.0907 2.30128e-07 -0.0431255  
23.7819 2.16999e-07 -0.0418822  
24.473 2.0496e-07 -0.0407084  
25.227 1.92934e-07 -0.0395004  
25.981 1.81935e-07 -0.0383618  
26.735 1.7185e-07 -0.0372868  
27.4889 1.6258e-07 -0.0362703  
28.3057 1.53358e-07 -0.0352296  
29.1854 1.44277e-07 -0.0341734  
30.0022 1.36547e-07 -0.0332478  
30.8819 1.28897e-07 -0.0323053  
31.8243 1.21392e-07 -0.0313528  
32.7668 1.14524e-07 -0.0304549  
33.7093 1.08222e-07 -0.0296068  
34.7146 1.02056e-07 -0.0287526  
35.7199 9.64023e-08 -0.0279463  
36.788 9.08946e-08 -0.0271376  
37.8562 8.58456e-08 -0.0263743  
38.9872 8.09445e-08 -0.0256116  
40.1181 7.64513e-08 -0.0248916  
41.3119 7.21024e-08 -0.0241742  
