96.0385 5.99989 -0.37485  
98.8659 5.99989 -0.36413  
101.819 5.99989 -0.353569  
104.835 5.99989 -0.343397  
107.914 5.99989 -0.3336  
111.118 5.99989 -0.32398  
114.385 5.99989 -0.314726  
117.715 5.99989 -0.305822  
121.234 5.99989 -0.296946  
124.815 5.99989 -0.288426  
128.46 5.99989 -0.280243  
132.292 5.99989 -0.272124  
136.188 5.99989 -0.26434  
140.209 5.99989 -0.256759  
144.356 5.99989 -0.249383  
148.566 5.99989 -0.242317  
152.964 5.99989 -0.235349  
157.488 5.99989 -0.228589  
162.138 5.99989 -0.222034  
166.913 5.99989 -0.215681  
171.877 5.99989 -0.209453  
176.903 5.99989 -0.203501  
182.181 5.99989 -0.197606  
187.522 5.99989 -0.191978  
193.051 5.99989 -0.186479  
198.769 5.99989 -0.181115  
204.612 5.99989 -0.175943  
210.644 5.99989 -0.170905  
216.864 5.99989 -0.166003  
223.273 5.99989 -0.161238  
229.87 5.99989 -0.15661  
236.656 5.99989 -0.152119  
243.631 5.99989 -0.147765  
250.856 5.99989 -0.143509  
258.27 5.99989 -0.139389  
265.873 5.99989 -0.135403  
273.727 5.99989 -0.131518  
281.832 5.99989 -0.127736  
290.126 5.99989 -0.124084  
298.671 5.99989 -0.120534  
307.531 5.99989 -0.117062  
316.578 5.99989 -0.113716  
325.94 5.99989 -0.11045  
335.554 5.99989 -0.107285  
345.481 5.99989 -0.104203  
355.66 5.99989 -0.10122  
366.153 5.99989 -0.0983197  
376.96 5.99989 -0.0955009  
